Track ID,Entry time,Exit Time,Movement Tracks
26,10,105,222,37,226,32,228,29,230,26
2,5,110,135,51,145,48,152,41,159,34,163,32,172,28
6,5,135,66,106,66,105,64,104,63,102,61,101,61,102,60,101,59,102,59,102,58,102,59,101
9,5,140,1028,120,1031,123,1033,128,1033,134,1035,136,1036,146,1043,151,1047,154,1052,168,1053,173,1063,155
39,45,150,617,583,615,575,608,565,604,555,598,541,595,532
1,5,160,910,39,912,39,917,41,916,41,911,41,926,51,929,53,934,53,939,54,938,57,941,56,945,57,945,60
52,70,165,687,589,683,580,683,569,686,557
18,5,175,846,315,852,323,858,336,861,341,864,356,869,363,878,381,885,391,891,401,896,418,901,425,919,459,928,465,932,488,938,495,947,522,958,540,965,552
53,75,175,398,593,398,583,406,573,397,564,403,558
7,5,180,687,107,681,105,682,101,681,97,681,84,680,81,678,80,677,76,676,72,675,66,673,60,671,56,670,53,671,44,669,42,669,38,669,34,658,32,656,31,653,30
45,50,200,1001,171,1001,181,1008,190,1017,195,1023,199,1027,205,1029,220,1032,227,1046,223,1044,243,1050,248,1056,263,1061,267,1064,273,1068,295
11,5,205,417,167,417,159,412,151,411,144,409,138,410,130,409,125,410,119,409,114,409,106,410,101,412,95,413,89,411,83,412,74,412,72,412,66,411,62,410,57,411,52,410,51,409,43,407,40,407,34,407,32
13,5,205,839,225,841,236,848,242,852,253,856,267,862,275,868,286,876,299,881,316,885,324,890,337,899,348,905,368,910,378,940,417,948,441,959,458,994,534,1011,547,1017,563
14,5,205,160,295,157,311,158,317,153,324,150,338,147,344,147,359,145,370,139,376,138,394,132,405,127,416,126,435,118,440,111,457,106,477,98,484,79,555,73,559,69,570,67,581,60,589
21,5,205,822,448,814,448,803,447,785,446,772,445,757,441,742,450,729,456,715,457,701,461,694,460,682,464,674,473,661,485,650,487,636,503,628,509,618,525,613,547,603,551,594,562,586,567,574,573,573,582,569,588
65,100,205,1069,147,1070,154,1070,157,1068,158,1069,168,1069,170
66,105,205,737,28,735,28,728,26,725,25,727,26
15,5,260,442,287,440,278,441,271,440,258,442,250,443,240,442,232,440,229,439,217,439,212,439,201,439,194,438,189,434,180,432,174,430,166,428,160,424,157,420,147,422,142,421,135,418,126,417,122,418,114,418,110,418,101,417,98,418,79,417,73,418,52
24,10,270,200,316,198,317,203,314,201,315,201,310,202,311,202,317,203,311,203,311,204,310,204,309,204,309,203,309,203,307,203,307,204,307,203,307,204,307,203,307,203,307,203,307,203,306,202,306,202,306,202,306,201,306,201,300,200,300,201,299,200,298,200,298,199,298,199,297,199,298
72,160,270,681,20,678,20,679,21,676,21
37,40,275,479,67,484,67,485,66,481,65,479,63,474,62,476,63,478,63,479,63,479,64,482,64,481,61,483,60,483,59,484,57,479,55,474,53,471,50,470,49,477,44,480,43,483,40,481,39,478,37,479,36,478,34,478,32,480,31,480,28
54,75,285,17,331,17,336,18,340,24,356,29,361,38,367,45,379,49,383,55,400,60,408,66,411,74,425,81,435,86,447,92,460,99,470,128,527,129,540,136,548,142,558,149,565,150,576,155,587,157,593
77,190,290,451,590,452,582,453,574,452,565,453,556
22,5,295,48,503,54,502,62,507,65,509,101,525,97,532,94,545,114,484,121,502,69,452,77,464
48,55,295,1000,126,1000,130,1002,136,1001,144,1005,148,1007,158,1005,164,1008,172,1013,179,1013,188,1013,195,1015,201,1018,207,1017,219,1018,223,1016,236,1018,245,1020,247,1022,260,1027,268,1029,277,1031,291,1034,298,1040,312,1044,324,1049,332,1053,346,1055,356,1056,363,1059,385,1064,412,1067,431
34,35,300,963,57,965,57,966,65,966,67,968,76,971,77,973,81,977,82,977,82,977,78,978,99,982,106,1023,99,1024,101,1019,104,1018,106,1015,112,1018,113,1020,120,1027,120,1029,124,1031,127,1035,136
75,180,310,1042,113,1046,113,1049,114,1047,126,1056,131,1056,135,1060,136,1059,144,1050,147
42,45,315,341,241,342,243,345,249,345,247,344,266,344,268,343,275,342,286,339,288,337,297,335,308,335,318,335,323,333,329,329,343,324,347,322,360,323,369,320,376,318,391,314,398,318,408,320,414,319,425,318,439,316,448,320,461,320,473,322,481,317,500,315,508,318,525,319,541,319,547,312,559,309,565,312,574,311,582,307,588
43,50,330,668,245,668,237,671,228,675,222,676,212,674,198,675,193,675,189,676,184,675,180,673,171,675,166,674,159,673,154,673,150,667,130,667,128,666,123,667,119,666,112,667,105,669,102,670,98,670,96,671,88,673,84,675,82,713,34
73,170,335,15,363,17,379,22,389,29,394,34,410,43,416,46,433,55,442,80,479,89,495,101,499,111,518,120,529,128,550,134,558,143,564
10,5,340,536,143,537,144,536,147,536,152,537,154,536,161,534,166,535,173,536,182,536,184,534,192,532,197,533,203,532,208,533,214,532,221,531,228,532,238,531,245,532,250,530,259,527,264,528,274,527,285,530,288,529,298,527,309,528,315,530,323,535,329,533,342,533,352,536,357,538,369,542,382,542,390,537,405,542,414,543,430,547,440,548,453,546,471,548,480,548,499,552,510,552,521,552,543,552,551,559,559,564,567,571,574,568,586
17,5,340,269,318,267,320,268,319,269,317,270,316,270,315,273,316,267,315,264,317,265,317,264,313,264,314,269,312,270,311,271,310,265,313,258,302,263,296
19,5,340,397,403,399,389,399,377,397,360,397,348,398,335,399,324,400,315,400,299,400,294,402,278,403,272,406,263,405,248,404,241,407,228,407,222,406,214,403,204,404,196,402,189,402,181,400,172,400,165,400,159,400,149,399,144,399,136,398,128,399,125,399,112,398,108,397,102,395,97,394,96,397,84,397,81,396,77,399,65,399,65,398,57,399,54,398,49,400,43,400,42,397,34,397,34,391,33,390,33,392,34,401,33,404,31
3,5,341,626,59,627,61,626,65,625,67,628,76,628,79,629,83,631,87,632,97,631,104,632,106,635,112,637,114,636,121,635,127,637,132,639,137,641,144,636,151,639,153,644,160,645,161,650,174,657,159,655,184,657,190,658,198,662,205,667,219,667,227,667,238,669,243,671,254,673,260,673,271,675,278,677,288,683,297,683,312,683,319,689,330,694,340,693,354,694,366,698,372,703,390,703,395,704,415,709,417,712,435,715,446,716,501,715,482,725,495,728,510,730,525,729,548,731,558,731,570,737,581,741,591
4,5,341,794,50,793,50,793,49,786,60,790,59,787,55,791,57,791,56,792,57,792,57,792,57,792,57,792,57,791,57,790,56,787,54,788,55,787,53,786,53,787,52,792,48,791,50,791,50,787,50,787,50,787,49,790,50,790,49,790,49,791,49,790,49,790,48,790,48,787,49,787,48,791,49,792,49,791,43,792,41
16,5,341,235,323,238,323,237,321,239,319,231,315,237,316,226,314,227,314,239,316,238,315,236,314,240,315,241,315,239,315,241,314,232,317,225,315,239,312,240,312,239,313,239,313,233,315,234,315,238,311,239,310,240,310,229,311,230,311,228,311,227,311,228,311,228,310,230,310,229,309,231,308,231,307,233,307,234,308,234,309,229,301
20,5,341,1059,438,1061,424,1058,411,1053,394,1041,384,1029,371,1023,361,1018,355,1012,345,1004,332,999,329,990,312,987,302,979,296,971,284,962,275,953,268,951,259,947,253,940,242,932,237,929,227,925,217,922,213,916,203,915,196,909,190,905,180,901,174,896,168,897,160,893,155,892,148,892,143,890,141,888,130,887,125,882,120,880,114,878,109,874,102,870,100,866,95,865,86,861,81,859,75,854,71,851,67,849,59,845,55,843,48,841,44,837,42,833,35,822,39,824,37,791,41,792,41,792,42
23,5,341,672,563,667,552,660,544,654,526,650,502,648,496,642,473,637,464,633,453,626,435,625,432,624,411,621,400,619,389,616,370,616,363,614,352,614,339,613,334,613,319,613,312,615,301,614,288,614,284,614,274,613,263,615,260,616,244,615,238,615,230,615,220,614,216,615,207,613,199,610,195,612,183,613,176,614,171,616,165,615,159,614,150,612,145,614,142,616,134,616,128,615,121,615,114,616,113,617,103,618,99,614,91,613,85,613,79,610,76,608,74
29,20,341,572,109,573,113,573,119,574,123,574,126,575,133,576,137,575,144,575,150,579,167,578,170,578,177,574,179,570,198,569,196,566,204,561,213,558,219,557,230,555,238,554,240,552,245,549,244,547,265,546,270,544,274,543,289,544,299,548,315,554,320,555,330,556,341,561,346,564,359,569,370,571,377,575,390,578,405,583,416,586,432,585,437,586,455,587,471,589,472,590,495,592,505,591,526,592,542,592,550,592,559,593,568,588,576
31,25,341,984,126,983,150,990,132,976,99,977,97,977,99,980,102,984,120,988,120,992,124,1003,181,1011,206,1012,221,1012,228,1013,236,1016,242,1019,249,1020,266,1023,275,1023,291,1023,299,1024,319,1026,322,1031,336,1035,344,1052,384,1055,387,1059,410
46,55,341,337,192,338,194,340,203,341,216,339,217,338,224,339,229,336,239,337,247,335,253,330,263,327,271,327,276,324,289,320,292,318,299,316,310,316,316,313,324,313,337,311,335,311,354,307,364,306,366,304,381,302,386,299,399,299,416,297,418,289,453,287,482,286,488,282,509,275,534,274,553,273,556,270,565
50,65,341,56,84,62,83,70,82,63,99,62,98,62,98,62,97,60,97,58,96,55,95,55,95,53,95,52,95,52,96,52,96,52,96,50,96,49,97,46,98,44,99,39,99,38,102,37,102,37,102,36,101,36,102,37,101,38,101,38,101,39,99,39,99,43,98,38,101,37,101,37,101,38,101,38,101,38,101,38,101,35,104,33,104,29,103,26,104,26,104,25,106
60,90,341,102,58,110,56,123,56,134,52,139,40,141,37,134,35,134,33,135,34,137,35,137,38,135,41,135,44,134,49,134,51,132,53,131,57,130,59,131,66,131,67,132,67,132,76,130,78,130,80,132,85,132,89,133,90,131,96,130,101,128,101,129,104,130,106,130,107,129,111,121,125,120,128,117,134,115,136,114,146,112,150,103,156,100,165,96,170,96,171,95,175,93,178
61,90,341,691,546,692,526,693,508,693,480,696,471,700,448,703,435,703,416,707,401,712,392,713,371,714,363,715,344,717,335,721,320,722,309,724,301,721,284,722,277,720,262,720,259,718,245,716,236,716,224,716,214,713,208,711,196,710,190,711,179,711,171,709,165,710,153,710,147,712,137,713,130,711,123,710,118,713,114,716,105,716,102,717,94,719,89,722,81,725,76,726,73,726,66,727,62,731,52,732,49,731,43,731,36
62,95,341,580,461,583,441,580,430,579,418,582,400,583,393,585,376,586,369,585,357,588,343,590,332,592,321,592,311,592,300,593,289,595,283,595,270,594,265,596,254,595,247,594,240,594,230,591,222,591,212,590,207,591,198,590,189,588,188,588,177,590,170,590,165,590,158,590,149,590,141,591,136,592,130,593,124,591,122,591,113,590,108,595,101,590,99,591,99
63,100,341,401,548,402,529,403,523,408,497,410,483,411,478,410,455,410,437,411,431,413,409,413,402,413,392,413,370,412,364,414,358,412,339,413,335,411,324,407,310,408,301,409,293,406,282,408,277,407,269,407,254,409,250,409,239,409,231,411,229,410,216,409,206,411,201,412,189,412,183,413,181,412,170,413,165,417,159,418,151,419,149,420,145,420,133,421,126,426,122,427,118,430,111,433,104,433,99,433,97
69,125,341,529,91,530,98,531,102,530,106,531,113,529,114,529,119,528,127,527,130,527,138,524,142,524,149,524,158,524,161,523,168,522,172,523,178,524,184,525,192,524,200,524,206,523,212,524,221,527,226,527,236,528,244,530,246,533,255,536,263,536,274,537,287,537,293,538,306,542,315,541,322,538,338,538,342,539,355,541,368,541,372,541,391,542,394,543,406,552,415
70,130,341,180,49,189,49,203,44,211,44,220,38,232,40,240,39,246,39,258,41,261,40,275,38,286,40,292,36,301,38,309,38,327,39,339,41,350,42,356,42,421,36,449,40,468,38,521,33
78,215,341,451,548,448,527,445,520,444,501,441,484,439,476,438,457,435,446,436,435,435,415,435,409,435,395,432,386,433,378,435,363,435,356,436,346,436,332,438,329,441,315,443,308,445,298,444,285,445,277,444,267,446,259
82,245,341,1057,127,1056,124,1053,126,1049,89,1036,88,1025,89,1015,89,1005,82,989,84,982,80,974,76,963,76,952,71,945,67,936,65,928,58,920,56,906,53,899,48,891,44
84,250,341,806,583,782,573,771,564,760,554,742,550
85,260,341,875,586,867,573,867,567,868,557,874,547
87,270,341,1058,81,1057,76,1062,87,1059,108,1058,107,1052,85,1047,87,1042,85,1039,81,1036,74,1029,61
89,275,341,560,76,558,80,559,86,557,88,559,98
92,275,341,536,78,536,80,536,83,537,88,551,95,535,99,537,103,547,106,545,110,547,113,545,119,545,120,546,125,549,129
93,285,341,691,505,676,487,661,476,651,464,638,459,631,449,620,425,612,416,603,403,594,393,585,386
94,285,341,874,533,874,507,876,502,880,479,882,470,886,456,887,434,888,429,892,406,894,399,896,381,899,368
95,285,341,1028,64,1015,60,1013,57,1009,56,1006,50,1006,49,989,44,984,39,976,36,977,31,976,29,969,27
96,285,341,1050,64,1048,60,1044,57,1043,54,1026,41,1024,38,1013,34,1015,30
98,295,341,839,590,841,580,837,573,834,565
99,300,341,12,214,13,218,12,219,12,226,12,229,15,230,20,237,22,241,23,249
103,315,341,833,555,827,547,828,522,826,523,824,494,821,482
104,320,341,37,413,43,418,53,428,64,439,66,448
106,325,341,672,594,668,586,667,576,668,567
